grade,gpa,chronicly_absent,days_absent,act_taken,read_scale,writing_scale,math_scale,female,white,special_ed,plan_504,free_and_reduced,gifted
9,3.025,0,4.94,0,605,569,587,0,1,0,0,0,0
11,3.651,0,12.57,1,648,619,597,0,1,0,0,0,0
10,3.524,0,1.96,0,621,599,624,1,1,0,0,0,0
11,4,0,8.77,1,662,691,765,0,0,0,0,0,0
10,2.996,0,5.98,0,567,564,537,1,1,1,0,0,0
9,3.034,0,3.88,0,619,625,569,1,1,0,0,1,0
10,3.638,0,2.52,1,633,692,664,0,1,0,0,0,0
11,3.513,0,3.69,1,662,655,625,1,1,0,0,0,0
10,2.956,0,5.69,0,609,585,559,1,1,0,0,0,0
9,4,0,3.72,1,660,641,677,0,1,0,0,0,0
10,2.964,1,20.12,0,587,508,615,0,1,1,0,1,0
9,3.229,0,15.53,0,527,529,606,0,1,0,0,1,0
11,3.624,0,3.68,1,677,655,675,1,0,0,1,0,0
9,3.701,0,0.89,0,592,601,569,1,0,0,0,1,0
10,2.935,0,7.08,1,472,578,502,0,1,0,0,0,0
11,3.238,0,0.89,1,558,641,632,0,1,0,0,0,0
9,3.784,0,3.56,0,605,593,650,0,1,0,0,0,0
11,3.985,0,0,0,745,669,765,1,1,0,0,0,0
10,4,0,4.19,1,609,692,624,1,1,0,0,0,0
10,3.94,0,7.49,1,621,634,607,1,0,0,0,0,1
9,3.579,0,6.8,0,557,577,626,1,1,0,0,0,0
9,3.518,0,0.61,0,635,577,578,0,1,0,1,0,0
11,3.558,0,5.98,1,745,700,640,1,1,0,0,0,1
9,3.368,0,12.98,0,557,505,491,1,1,1,0,0,0
9,3.368,0,9.62,0,557,497,478,0,1,0,0,0,0
10,3.712,0,3.1,1,661,655,664,0,1,0,0,0,0
10,3.667,0,1.5,0,633,627,624,1,1,0,0,0,0
10,3.794,0,2.88,1,633,692,688,0,0,0,0,0,0
9,3.93,0,1.19,0,660,617,650,1,0,0,0,0,0
9,3.21,0,6.75,0,579,633,578,0,1,0,0,0,0
9,3.105,0,2.88,0,660,657,626,0,1,0,0,0,0
9,3.534,0,11.21,0,557,537,596,0,1,0,0,0,0
10,2.614,1,18.08,0,633,599,590,0,1,0,0,1,0
10,3.283,0,7.05,1,633,585,559,0,1,0,0,0,0
10,3.353,0,14.96,0,587,606,598,1,1,0,0,1,0
10,2.677,0,12.36,0,567,592,607,0,1,0,0,0,0
10,3.893,0,3.08,1,700,680,735,1,1,0,0,0,0
10,2.949,0,7.4,0,661,634,634,0,1,0,0,0,0
9,1.922,0,17.12,0,547,545,596,0,1,0,0,0,0
9,4,0,2.36,0,579,585,662,0,1,0,0,0,0
10,3.027,0,1.78,0,530,557,523,1,1,0,0,0,0
10,2.851,1,22.36,0,587,620,537,1,1,0,1,0,0
9,3.123,0,12,0,592,593,569,1,1,0,0,0,0
10,2.606,0,10.82,0,557,494,523,1,1,1,0,0,0
10,2.467,0,1.5,0,587,585,574,0,1,0,0,0,0
11,3.985,0,9.59,1,624,691,740,0,1,0,0,0,0
10,3.564,0,0.84,0,678,670,634,0,1,0,0,0,0
9,2.562,0,10.66,0,557,593,587,1,1,0,0,0,0
11,2.576,0,11.5,0,636,633,571,1,1,0,0,0,0
11,3.31,1,27.5,0,593,605,536,1,1,0,0,1,0
9,3.206,0,0.75,0,579,617,596,0,1,0,1,0,0
11,2.9,0,7.35,1,624,612,625,0,1,0,1,0,0
11,3.397,0,0.77,1,745,597,625,0,1,0,0,0,0
11,2.721,0,0.12,1,624,691,632,0,1,0,0,0,0
9,2.842,0,14.43,0,509,537,506,1,1,0,0,0,0
10,2.975,0,7.86,0,621,571,598,0,0,0,0,0,0
11,3.611,0,0,1,517,525,625,0,0,0,0,0,0
9,3.824,0,4.98,0,592,593,626,0,0,0,0,0,0
10,3.172,0,4.92,0,577,550,544,0,1,1,0,1,0
11,3.971,0,4.47,1,662,740,740,0,1,0,0,0,0
11,3.628,0,0.49,1,636,626,675,1,1,0,0,0,0
10,2.989,0,0,0,621,648,664,0,1,0,0,0,0
11,1.824,0,8.71,0,648,626,603,1,1,0,1,0,0
10,3.678,0,0,1,598,599,574,1,0,0,0,0,0
10,3.192,0,9.76,0,730,706,598,1,1,0,0,0,1
11,2.739,0,2.67,1,558,605,640,1,0,0,0,0,0
10,2.706,0,10.61,0,557,515,559,0,1,0,1,0,0
9,3.948,0,5.39,0,619,617,552,1,1,0,0,0,0
9,4,0,0.6,0,619,641,711,1,1,0,0,0,1
11,3.68,0,1.64,1,662,677,765,0,0,0,0,0,0
9,3.91,0,0.29,0,605,609,596,1,0,0,0,0,1
9,3.734,0,4.49,0,592,633,638,1,1,0,0,0,0
10,3.322,0,2.79,0,621,627,544,0,1,0,0,0,1
10,3.376,0,5.82,1,700,648,688,1,1,0,0,0,0
11,3.637,0,4.62,1,624,633,720,0,1,1,0,0,0
11,2.647,0,12.02,0,614,648,640,0,1,0,0,0,0
10,3.537,0,6.47,0,661,648,537,1,1,0,0,0,0
9,3.368,0,6.79,0,605,577,569,0,0,0,0,1,0
11,3.244,0,1.63,1,614,547,617,0,0,0,0,0,0
10,3.24,0,2.38,0,587,634,590,1,1,0,0,0,0
9,3.325,0,0,0,537,537,662,0,1,0,1,0,1
10,3.689,0,1.66,0,661,648,607,1,1,0,0,0,0
9,3.983,0,2.08,0,750,666,662,1,1,0,0,0,0
11,2.876,0,5.41,1,584,641,610,1,1,0,0,0,0
9,3.711,0,9.32,0,592,657,626,0,1,0,0,0,0
9,3.375,0,0.09,0,605,585,677,0,1,0,0,0,0
9,4,0,14.62,0,605,657,626,1,1,0,0,1,0
10,2.778,1,18.24,0,522,606,567,1,1,0,0,0,0
10,3.161,0,3.37,1,633,592,634,0,1,0,0,0,0
10,3.073,0,4.1,0,633,648,664,1,0,0,0,0,0
11,3.29,0,13.53,1,662,669,632,1,1,0,0,0,0
9,1.792,0,10.45,0,579,553,552,0,1,0,0,1,0
9,3.719,0,1.41,0,619,609,606,0,1,0,0,0,0
11,2.725,0,16.1,1,541,597,656,1,0,0,0,1,0
10,2.48,0,10.99,0,557,550,509,1,1,1,0,1,0
10,3.191,0,9.34,0,522,564,516,1,0,0,0,0,0
11,2.38,0,8.95,0,636,583,584,0,0,0,0,0,0
10,3.153,0,2.55,0,548,557,559,0,1,0,1,0,0
8,4,0,0.12,0,538,605,641,0,0,0,0,0,1
11,3.889,0,4.09,1,745,740,740,1,1,0,0,0,0
9,3.867,0,4.57,1,579,569,596,1,1,0,0,0,0
11,2.881,0,2.17,0,593,641,578,1,1,0,0,0,0
9,2.553,0,6.09,0,605,553,552,0,1,0,0,0,0
9,2.642,0,4.98,0,518,481,484,1,0,0,0,0,0
10,3.288,0,2.79,0,567,515,496,0,0,1,0,0,0
11,3.357,0,4.09,1,648,691,603,1,1,0,0,0,0
11,2.964,0,2.89,1,541,561,565,0,0,0,0,0,0
11,3.222,0,9.16,1,593,619,617,0,1,0,0,0,0
9,3.56,0,5.37,0,695,577,638,0,1,1,0,0,0
9,3.001,0,7.27,0,537,545,491,1,0,0,0,1,0
9,3.027,0,3.77,0,547,529,596,1,1,0,0,1,0
9,3.42,0,4.15,0,557,601,587,0,1,0,0,0,0
10,3.108,0,5.43,0,587,606,582,1,0,0,0,0,0
10,3.162,0,6.38,0,647,627,590,0,1,0,1,0,0
10,3.98,0,3.86,1,647,692,676,1,1,0,0,0,0
10,3.376,0,6.16,0,587,599,624,1,1,0,0,0,0
9,3.567,0,15.39,0,605,569,578,1,1,0,0,0,0
10,3.624,0,10.07,0,647,648,676,0,1,0,0,0,0
11,3.183,0,2.96,1,614,641,720,1,0,0,0,0,0
11,3.226,0,14.44,1,566,605,597,1,1,0,0,0,0
10,3.338,0,10.79,1,661,627,644,0,1,0,0,0,0
10,2.871,0,3,1,587,670,582,0,1,0,0,0,0
11,3.854,0,3.14,1,677,669,740,1,1,0,0,0,0
9,3.386,0,5.55,0,579,593,606,1,1,0,0,0,0
11,1.86,0,10.05,1,603,518,536,1,0,0,0,0,0
9,3.56,0,1.63,0,605,521,616,0,1,0,0,0,0
11,3.839,0,0.43,1,677,725,720,0,1,0,0,0,0
10,3.59,0,0,0,633,613,607,0,1,0,0,0,0
9,2.667,0,9.87,0,527,561,478,1,1,1,0,1,0
10,3.44,0,4.14,0,488,444,489,1,1,1,0,0,0
9,3.412,0,5.15,0,605,513,561,0,1,0,0,0,0
9,3.632,0,10.78,0,579,577,626,0,1,0,0,1,0
9,3.491,0,8.91,0,579,617,638,0,1,0,0,0,0
10,2.687,0,9.22,0,577,501,544,1,1,0,1,0,0
9,3.7,0,0.98,0,579,585,626,1,0,0,0,0,0
11,3.879,0,0.22,1,624,700,800,1,0,0,0,0,0
10,2.339,1,24.94,0,598,599,523,1,1,0,0,1,0
10,1.401,0,7.57,0,539,543,502,0,1,0,0,0,0
9,3.596,0,14.77,0,635,649,596,0,1,0,0,0,0
10,3.602,0,8.12,0,609,627,644,1,0,0,0,0,0
9,3.571,0,0.85,0,557,529,528,0,0,0,0,0,0
11,3.98,0,1.01,1,745,655,690,0,0,0,0,0,0
10,3.483,0,4.74,0,587,648,615,0,1,0,0,0,0
11,1.47,0,15.17,0,677,590,548,1,1,1,0,1,0
9,2.438,0,4.54,0,579,537,544,1,1,0,0,1,0
10,2.308,0,6.34,0,548,550,509,1,0,0,0,0,0
8,3.051,0,0.72,0,566,598,614,0,0,0,0,0,0
11,3.573,0,1.5,1,603,619,597,1,1,0,0,0,0
10,1.917,0,4.78,0,488,501,456,1,0,0,0,0,0
9,1.886,0,4.82,0,557,553,491,1,1,0,0,0,0
10,3.709,0,4.54,0,700,662,634,1,1,0,0,1,0
11,2.764,0,3.05,1,603,641,531,1,1,0,0,1,0
9,3.491,0,14.82,0,635,675,638,1,1,0,0,0,0
9,4,0,4.09,0,695,649,650,0,1,0,0,0,0
10,4,0,0.89,1,780,648,780,0,1,0,0,0,0
10,3.74,0,0.05,0,678,634,688,0,1,0,0,0,0
9,3.36,0,3.5,0,635,593,626,0,1,0,0,0,0
11,3.306,0,0.2,1,575,547,648,0,0,0,0,0,0
10,3.687,0,0.89,1,661,670,664,0,0,0,0,0,0
9,2.93,0,10.98,0,557,569,578,0,1,0,0,0,0
11,1.993,0,14.08,0,558,605,597,0,1,0,0,1,0
10,1.339,0,13.31,0,577,592,530,0,1,0,0,1,0
10,1.658,0,6.35,0,522,550,509,1,1,0,0,0,0
11,3.685,0,0.61,1,566,605,740,0,0,0,0,0,0
9,2.001,0,6.2,0,579,569,638,0,1,0,0,0,0
9,3.667,0,7.82,0,660,617,693,0,1,0,0,0,0
10,3.794,0,3.1,1,633,680,676,0,0,0,0,0,0
10,3.302,0,7.29,1,587,585,559,1,1,0,0,0,0
9,3.283,0,6.36,0,605,625,561,1,1,0,0,0,0
11,3.674,0,4.91,1,593,626,665,1,1,0,0,0,0
11,1.972,0,7.43,0,603,590,597,0,0,0,0,0,0
9,2.57,0,2.53,0,527,553,596,0,1,0,0,0,0
11,3.705,0,7.8,1,603,641,648,1,1,0,1,1,0
11,3.509,0,10.64,1,648,669,648,0,1,0,0,0,0
9,2.205,0,10.91,0,605,585,561,1,1,0,0,1,0
9,3.629,0,10.88,0,660,585,596,0,1,0,0,1,0
11,2.896,1,18.1,0,648,648,665,0,1,0,0,1,0
10,3.822,0,7.88,0,598,585,567,1,1,0,0,0,0
11,3.403,0,11.57,1,558,605,571,1,1,0,0,1,0
11,2.965,0,3.21,1,624,633,597,0,1,1,0,0,0
11,1.978,1,15.34,0,558,540,519,0,1,0,0,1,0
10,2.405,0,3.87,0,678,578,615,0,0,0,0,0,0
9,3.501,0,2.34,0,537,569,578,1,1,0,0,1,0
9,2.957,0,0.98,0,527,513,561,1,0,0,0,0,0
11,3.822,0,0,1,677,633,665,0,1,0,0,1,0
10,3.194,0,1.9,0,633,613,624,0,1,0,0,1,0
9,1.174,1,33.62,0,568,521,498,0,1,1,0,0,0
9,2.361,0,3.27,0,537,545,528,0,1,0,1,0,0
11,3.31,0,4.62,1,648,605,656,0,1,0,0,0,0
9,1.409,1,28.14,0,474,0,462,0,0,0,0,1,0
10,1.628,1,21.67,0,505,522,496,0,0,1,0,1,0
10,3.507,1,29.85,0,647,613,634,0,1,0,0,0,0
11,3.937,0,1.15,1,648,655,665,1,0,0,0,1,0
11,3.667,0,11.97,1,662,605,656,1,1,0,0,0,0
9,3.666,0,17.57,0,579,537,544,1,1,0,0,0,0
11,2.366,1,16.39,0,510,484,514,0,0,0,0,1,0
9,2.727,1,9.55,0,518,569,552,1,1,0,0,0,0
10,2.733,0,2.94,0,488,585,502,1,0,0,0,0,0
11,3.754,0,2.37,0,705,677,800,0,1,0,0,0,0
10,1.218,1,3.75,0,488,442,523,0,1,0,0,0,0
10,1.218,1,11.39,0,488,442,523,0,1,0,0,0,0
